,phrases,frequency
8846,unit delivered,1
8847,unit hop,1
8848,unit in,3
8849,unit instead,1
8850,unit it,3
8851,unit kit,1
8852,unit ll,1
8853,unit me,1
8854,unit need,1
8855,unit needed,1
8856,unit nf,1
8857,unit old,1
8858,unit only,4
8859,unit otherwis,1
8860,unit pay,1
8861,unit product,2
8862,unit purchased,1
8863,unit receiv,1
8864,unit received,4
8865,unit requested,1
8866,unit statement,1
8867,unit still,2
8868,unit stor,1
8869,unit that,1
8870,unit the,4
8871,unit thre,1
8872,unit total,1
8873,unit via,1
8874,unit wa,1
8875,unit waiting,4
8876,unit wer,1
8877,united appe,1
8878,united cam,1
8879,unpleasant probl,1
8880,unpleasant situation,1
8881,unranked the,1
8882,unstabl bab,1
8883,unsuccessful return,1
8884,until arriv,1
8885,until cancellation,1
8886,until dat,1
8887,until eight,1
8888,until hj,3
8889,until jun,1
8890,until just,1
8891,until moment,2
8892,until not,1
8893,until present,4
8894,until seven,1
8895,until the,3
8896,until today,9
8897,until twenty,1
8898,unused blocked,1
8899,up eight,1
8900,updat already,1
8901,updat follow,1
8902,updat from,1
8903,updat it,1
8904,updat saying,1
8905,updat the,2
8906,upon ton,1
8907,upset had,1
8908,upset it,1
8909,upset not,3
8910,upset paying,1
8911,upset purchas,1
8912,upset should,1
8913,upset the,1
8914,urgency hav,1
8915,urgency use,1
8916,urgent delivery,1
8917,urgent need,1
8918,urgent position,1
8919,urgent return,2
8920,urgent situation,1
8921,urgent solution,2
8922,urgent step,2
8923,urgently already,1
8924,urgently is,1
8925,urgently rest,1
8926,urgently seventy,1
8927,urgently the,1
8928,urgently use,1
8929,urgently want,1
8930,us card,1
8931,us terribl,1
8932,us the,1
8933,usb connec,1
8934,usb thre,1
8935,usb with,1
8936,use anoth,1
8937,use began,1
8938,use canist,1
8939,use cloth,1
8940,use could,1
8941,use delivering,1
8942,use different,1
8943,use distanc,1
8944,use is,1
8945,use ma,1
8946,use mark,1
8947,use money,1
8948,use my,1
8949,use option,1
8950,use orig,1
8951,use phon,1
8952,use realized,2
8953,use recommend,1
8954,use simply,1
8955,use the,5
8956,use tim,1
8957,use unfortunately,1
8958,use want,1
8959,used advertisement,1
8960,used already,2
8961,used aspect,1
8962,used buying,1
8963,used cartridg,1
8964,used counterfeit,1
8965,used glov,1
8966,used mor,1
8967,used product,4
8968,used scratched,1
8969,used ugly,1
8970,used wa,1
8971,used with,1
8972,used yet,1
8973,useles purchas,1
8974,using american,1
8975,using solution,1
8976,usually car,1
8977,usually probl,1
8978,usually the,1
8979,utop hav,2
8980,vacation myself,1
8981,vacuum clean,3
8982,validity four,1
8983,validity win,1
8984,valu already,1
8985,valu awaiting,1
8986,valu back,1
8987,valu card,1
8988,valu did,1
8989,valu export,1
8990,valu fifty,1
8991,valu had,1
8992,valu hold,1
8993,valu one,3
8994,valu product,1
8995,valu proven,1
8996,valu spent,1
8997,valu the,9
8998,valu thil,1
8999,valu thirty,1
9000,valu thre,1
9001,valu vouch,1
9002,valv paid,2
9003,valv sam,2
9004,vanill flav,1
9005,vari point,1
9006,variatiom shift,1
9007,vas do,1
9008,ve alway,1
9009,ve changed,2
9010,ve ev,2
9011,ve sitting,1
9012,ve tried,2
9013,ve troubl,1
9014,ve using,1
9015,ve waiting,1
9016,vehicl charg,1
9017,vehicl first,1
9018,vehicl look,1
9019,vehicl outlet,1
9020,vehicl part,1
9021,verified delivered,1
9022,version the,1
9023,version two,1
9024,very bad,2
9025,very cle,2
9026,very day,1
9027,very deceptiv,1
9028,very difficult,1
9029,very dissatisfied,1
9030,very expensiv,2
9031,very fin,1
9032,very fragil,2
9033,very good,1
9034,very high,1
9035,very larg,1
9036,very long,1
9037,very low,1
9038,very narrow,1
9039,very po,1
9040,very seri,1
9041,very simpl,1
9042,very small,1
9043,very strong,1
9044,very thin,2
9045,very weak,2
9046,vest ha,1
9047,vfd forwarded,1
9048,via email,1
9049,via extended,1
9050,via stark,1
9051,vial announcement,1
9052,vial should,1
9053,vibrant will,1
9054,vicarag misleading,1
9055,view stayed,1
9056,view via,1
9057,view wa,1
9058,vinic silv,1
9059,vintag digit,2
9060,violated besid,1
9061,violated had,1
9062,violated intend,1
9063,violated needed,1
9064,visualized do,1
9065,visualized the,1
9066,vitamin thre,1
9067,vitr de,1
9068,voic accompanied,1
9069,voic appe,1
9070,voic are,2
9071,voic arrived,2
9072,voic cam,6
9073,voic centr,1
9074,voic described,2
9075,voic divergenc,1
9076,voic do,1
9077,voic found,1
9078,voic gav,1
9079,voic includ,1
9080,voic issued,4
9081,voic lett,1
9082,voic list,1
9083,voic mail,1
9084,voic man,1
9085,voic my,1
9086,voic only,1
9087,voic os,1
9088,voic present,1
9089,voic product,3
9090,voic purchased,1
9091,voic relating,1
9092,voic said,1
9093,voic saying,1
9094,voic send,2
9095,voic seventy,1
9096,voic still,1
9097,voic stolen,1
9098,voic stor,1
9099,voic the,9
9100,voic they,1
9101,voic trying,1
9102,voic two,1
9103,voic without,1
9104,voic yesterday,1
9105,voic you,1
9106,voir small,1
9107,voltag asked,1
9108,voltag await,1
9109,voltag impossibl,1
9110,voltag not,1
9111,voltag one,1
9112,voltag received,1
9113,voltag the,1
9114,volum ha,1
9115,volum one,1
9116,voted seal,1
9117,vouch issuanc,1
9118,vouch nothing,1
9119,vouch purchas,1
9120,vz cam,1
9121,wa accepted,1
9122,wa almost,2
9123,wa already,4
9124,wa an,1
9125,wa anoth,2
9126,wa anxi,1
9127,wa approved,1
9128,wa as,1
9129,wa be,3
9130,wa behind,1
9131,wa biggest,1
9132,wa birthday,1
9133,wa broken,3
9134,wa buying,1
9135,wa canceled,2
9136,wa charged,2
9137,wa choked,1
9138,wa cle,1
9139,wa completely,1
9140,wa contact,1
9141,wa day,1
9142,wa deceived,3
9143,wa delivered,31
9144,wa denied,1
9145,wa difficulty,1
9146,wa disappointed,3
9147,wa disappointment,1
9148,wa discontinued,1
9149,wa discriminated,1
9150,wa dissatisfied,2
9151,wa email,1
9152,wa even,1
9153,wa executed,1
9154,wa expecting,1
9155,wa first,3
9156,wa forced,1
9157,wa four,1
9158,wa from,1
9159,wa frustrated,2
9160,wa furth,1
9161,wa gift,1
9162,wa given,1
9163,wa good,1
9164,wa happening,1
9165,wa happy,2
9166,wa hdi,1
9167,wa if,1
9168,wa incomplet,1
9169,wa informed,3
9170,wa injured,1
9171,wa lik,1
9172,wa mad,1
9173,wa me,1
9174,wa missing,5
9175,wa mistak,1
9176,wa much,1
9177,wa neith,1
9178,wa not,7
9179,wa of,1
9180,wa one,4
9181,wa only,1
9182,wa oriented,1
9183,wa orig,1
9184,wa oth,1
9185,wa outraged,1
9186,wa paid,1
9187,wa planned,1
9188,wa pleased,1
9189,wa presented,1
9190,wa probl,2
9191,wa product,2
9192,wa promised,1
9193,wa purchased,1
9194,wa put,1
9195,wa quit,1
9196,wa ready,1
9197,wa realized,1
9198,wa receipt,1
9199,wa repl,1
9200,wa returned,1
9201,wa right,1
9202,wa sad,2
9203,wa satisfactory,1
9204,wa satisfied,2
9205,wa scheduled,1
9206,wa sent,2
9207,wa sist,1
9208,wa six,1
9209,wa small,1
9210,wa sold,1
9211,wa something,1
9212,wa still,1
9213,wa stopped,1
9214,wa taken,1
9215,wa tast,1
9216,wa the,4
9217,wa thirty,1
9218,wa to,1
9219,wa total,1
9220,wa trying,2
9221,wa two,1
9222,wa unforeseen,1
9223,wa upset,1
9224,wa warned,1
9225,wa well,1
9226,wa what,3
9227,wait almost,1
9228,wait anoth,1
9229,wait do,1
9230,wait few,1
9231,wait ja,1
9232,wait need,1
9233,wait philip,1
9234,wait positioning,1
9235,wait received,1
9236,wait reimbursement,1
9237,wait the,3
9238,wait tomorrow,1
9239,wait tuesday,1
9240,waited nothing,1
9241,waited six,1
9242,waited so,1
9243,waited thil,1
9244,waited valu,1
9245,waited waited,1
9246,waiting almost,1
9247,waiting an,8
9248,waiting answ,1
9249,waiting appeared,1
9250,waiting arrived,1
9251,waiting back,1
9252,waiting canist,1
9253,waiting contact,2
9254,waiting for,1
9255,waiting forty,1
9256,waiting get,1
9257,waiting instructiom,1
9258,waiting it,1
9259,waiting lifetim,1
9260,waiting luminari,1
9261,waiting mak,1
9262,waiting my,2
9263,waiting need,1
9264,waiting not,1
9265,waiting now,1
9266,waiting partn,1
9267,waiting position,4
9268,waiting positioning,1
9269,waiting product,1
9270,waiting receiv,1
9271,waiting reimbursement,1
9272,waiting respons,1
9273,waiting return,4
9274,waiting said,1
9275,waiting see,2
9276,waiting som,1
9277,waiting still,1
9278,waiting stock,1
9279,waiting stor,1
9280,waiting the,28
9281,waiting treativenes,1
9282,waiting voic,1
9283,waiting you,2
9284,wall clock,1
9285,wall pap,1
9286,wallet wanting,1
9287,wallpap roll,2
9288,wallpap wors,1
9289,want and,1
9290,want anoth,3
9291,want answ,1
9292,want be,1
9293,want buy,3
9294,want cancel,1
9295,want cancellation,1
9296,want chang,5
9297,want charg,1
9298,want do,1
9299,want exchang,4
9300,want exercis,2
9301,want fix,1
9302,want go,1
9303,want inform,1
9304,want know,14
9305,want mak,2
9306,want money,22
9307,want my,2
9308,want oth,1
9309,want position,1
9310,want product,10
9311,want purchas,1
9312,want quick,1
9313,want receiv,7
9314,want reimbursement,1
9315,want remov,1
9316,want repayment,1
9317,want return,19
9318,want revers,1
9319,want say,2
9320,want send,1
9321,want solution,1
9322,want stay,1
9323,want the,7
9324,want to,5
9325,want urgently,1
9326,wanted acqu,1
9327,wanted an,1
9328,wanted chang,1
9329,wanted col,1
9330,wanted curtain,1
9331,wanted dab,1
9332,wanted know,1
9333,wanted money,1
9334,wanted phon,1
9335,wanted position,1
9336,wanted request,1
9337,wanted want,1
9338,wanting cancel,1
9339,wanting know,1
9340,wanting paid,1
9341,warm do,1
9342,warm to,1
9343,warm us,1
9344,warn nf,1
9345,warn to,1
9346,warn want,1
9347,warned delay,1
9348,warned doe,1
9349,warned that,1
9350,warned the,1
9351,warning left,1
9352,warning of,1
9353,warning post,1
9354,warning sit,1
9355,warranty certificat,1
9356,wash the,1
9357,wat cooking,1
9358,wat ha,1
9359,wat is,1
9360,wat littl,1
9361,wat two,1
9362,watch anoth,1
9363,watch bad,1
9364,watch cam,1
9365,watch delivered,1
9366,watch did,1
9367,watch ended,1
9368,watch fals,1
9369,watch femal,1
9370,watch lik,1
9371,watch man,1
9372,watch marketed,1
9373,watch match,1
9374,watch model,1
9375,watch only,1
9376,watch received,2
9377,watch the,2
9378,watch what,1
9379,watched it,2
9380,watched wa,1
9381,watching trying,1
9382,waterproof cotton,1
9383,waterproof coupl,1
9384,waterproof is,1
9385,way acquired,1
9386,way anoth,1
9387,way can,1
9388,way cancelling,1
9389,way demonstrat,1
9390,way know,1
9391,way not,1
9392,way replac,1
9393,way the,1
9394,way to,1
9395,way when,1
9396,we already,1
9397,we back,1
9398,we could,1
9399,we do,1
9400,we expected,1
9401,we in,1
9402,we not,3
9403,we really,1
9404,we received,1
9405,we recommend,1
9406,we talk,1
9407,we the,1
9408,weak abl,1
9409,weak it,1
9410,weak product,2
9411,weak the,1
9412,weak very,1
9413,websit can,1
9414,websit canist,2
9415,websit hav,1
9416,websit hind,1
9417,websit lousy,2
9418,websit no,1
9419,websit not,3
9420,websit really,1
9421,websit respons,1
9422,websit son,1
9423,websit the,3
9424,websit thought,1
9425,websit wa,1
9426,week accepted,1
9427,week ago,1
9428,week delivery,1
9429,week issuanc,1
9430,week no,1
9431,week received,1
9432,week request,1
9433,week the,1
9434,week they,1
9435,week trying,1
9436,week use,1
9437,week want,1
9438,weekend alway,1
9439,weekly client,1
9440,weight hundred,1
9441,weight thre,1
9442,well attended,1
9443,well bought,2
9444,well deadlin,2
9445,well disappointed,2
9446,well imag,1
9447,well left,1
9448,well low,1
9449,well packed,1
9450,well perfum,1
9451,well regarded,1
9452,well the,3
9453,well understood,1
9454,well will,1
9455,went an,1
9456,went and,1
9457,went canist,2
9458,went chang,1
9459,went check,1
9460,went contact,1
9461,went deadlin,1
9462,went get,1
9463,went mail,1
9464,went open,1
9465,went plac,1
9466,went post,1
9467,went the,4
9468,went they,1
9469,went to,1
9470,went track,1
9471,went wrong,1
9472,went you,1
9473,wer delivered,1
9474,wer going,1
9475,wer missing,2
9476,wer nf,1
9477,wer one,1
9478,wer peopl,1
9479,wer quilt,1
9480,wer sold,1
9481,wer sony,1
9482,wer than,1
9483,wer thre,1
9484,wer two,1
9485,western digit,1
9486,what announced,1
9487,what appe,1
9488,what arrived,1
9489,what asked,3
9490,what been,1
9491,what bought,3
9492,what delivered,1
9493,what do,1
9494,what draw,1
9495,what expected,1
9496,what good,1
9497,what had,2
9498,what happened,4
9499,what hav,1
9500,what in,1
9501,what looked,1
9502,what occurred,1
9503,what ordered,1
9504,what received,2
9505,what sent,1
9506,what should,1
9507,what show,1
9508,what we,1
9509,wheel it,1
9510,when arrived,3
9511,when bought,1
9512,when call,2
9513,when get,1
9514,when happ,1
9515,when hav,1
9516,when installing,1
9517,when million,1
9518,when opened,4
9519,when received,1
9520,when recommend,1
9521,when sent,1
9522,when testing,1
9523,when use,1
9524,when went,1
9525,when will,1
9526,when you,1
9527,whenev bought,1
9528,wher product,2
9529,wher screen,1
9530,wher wa,1
9531,which asked,1
9532,which hav,1
9533,which is,1
9534,which wa,2
9535,which wer,1
9536,whip missing,1
9537,whit did,1
9538,whit different,1
9539,whit no,1
9540,whit numb,1
9541,whit part,1
9542,whit plastic,1
9543,whit received,1
9544,whit red,1
9545,whit sheet,1
9546,whit upset,1
9547,whit wa,1
9548,who choos,1
9549,who not,1
9550,who received,1
9551,who reimburs,1
9552,whoev delivered,1
9553,whol black,1
9554,whol broken,1
9555,whol content,1
9556,whol not,1
9557,whol proces,1
9558,whol screen,1
9559,whol whit,1
9560,whol wood,1
9561,whom liv,1
9562,whos quality,1
9563,why delay,1
9564,why the,1
9565,wid fourteen,1
9566,wid twenty,1
9567,wif product,1
9568,will als,1
9569,will ask,2
9570,will be,2
9571,will buy,1
9572,will cancel,4
9573,will canist,1
9574,will contact,1
9575,will deliv,1
9576,will delivered,1
9577,will difficult,1
9578,will don,1
9579,will entering,1
9580,will even,1
9581,will exchang,1
9582,will giv,2
9583,will happen,1
9584,will hav,2
9585,will indicat,1
9586,will mak,1
9587,will nev,3
9588,will not,3
9589,will open,1
9590,will pas,1
9591,will provid,1
9592,will receiv,1
9593,will resort,1
9594,will restor,1
9595,will return,2
9596,will say,1
9597,will send,2
9598,will stay,1
9599,will tak,2
9600,will the,2
9601,will think,2
9602,will to,2
9603,will want,1
9604,wim deadlin,1
9605,win cam,1
9606,win expiration,1
9607,win in,1
9608,win the,1
9609,win wallpap,1
9610,window ten,1
9611,wip unfortunately,1
9612,wireles arrived,1
9613,wireles bas,1
9614,wireles charg,1
9615,wireles keyboard,1
9616,wish for,1
9617,wish product,1
9618,wish reimbursement,1
9619,wish return,1
9620,with americ,1
9621,with an,2
9622,with big,1
9623,with canist,1
9624,with coupled,1
9625,with defect,2
9626,with hub,1
9627,with incorrect,1
9628,with larg,2
9629,with low,1
9630,with ml,1
9631,with orient,1
9632,with piec,1
9633,with piston,1
9634,with refund,1
9635,with regard,1
9636,with scratch,1
9637,with show,1
9638,with tea,1
9639,with than,1
9640,with the,4
9641,with waiting,1
9642,with you,1
9643,withdraw impossibl,1
9644,withdraw today,1
9645,withdrawn post,1
9646,withdrawn the,1
9647,withdrawn trying,1
9648,within deadlin,5
9649,within it,1
9650,within orig,1
9651,within product,1
9652,within seven,1
9653,within stipulated,1
9654,within the,1
9655,within two,1
9656,without advertised,1
9657,without anoth,1
9658,without concern,1
9659,without conditiom,1
9660,without confirmation,1
9661,without content,1
9662,without custom,1
9663,without delivering,2
9664,without elastic,1
9665,without even,2
9666,without explanation,1
9667,without featur,1
9668,without fiv,1
9669,without focu,1
9670,without going,1
9671,without guarante,1
9672,without handling,1
9673,without in,1
9674,without instruction,1
9675,without justification,1
9676,without label,1
9677,without leaving,1
9678,without lithium,1
9679,without locking,1
9680,without making,1
9681,without mark,1
9682,without mentioning,1
9683,without packaging,1
9684,without preservativ,1
9685,without probl,2
9686,without product,5
9687,without protection,2
9688,without quality,4
9689,without receipt,1
9690,without requested,1
9691,without satisfaction,2
9692,without screw,1
9693,without seal,1
9694,without sealing,1
9695,without separat,1
9696,without sharpnes,1
9697,without show,1
9698,without solution,1
9699,without stock,1
9700,without succes,1
9701,without tearing,1
9702,without the,8
9703,without two,1
9704,without voic,3
9705,without wanting,1
9706,without warning,3
9707,wiv cha,1
9708,wiv desk,1
9709,wond open,1
9710,wond to,1
9711,wond you,1
9712,wondering mark,1
9713,wood structur,1
9714,work all,2
9715,work already,1
9716,work am,1
9717,work any,1
9718,work anyway,1
9719,work applianc,1
9720,work cam,2
9721,work cell,1
9722,work concert,1
9723,work correctly,2
9724,work could,1
9725,work deliv,1
9726,work depend,1
9727,work for,1
9728,work from,1
9729,work he,1
9730,work in,1
9731,work it,1
9732,work market,1
9733,work no,1
9734,work not,2
9735,work post,2
9736,work product,1
9737,work put,1
9738,work right,1
9739,work se,1
9740,work sending,1
9741,work som,1
9742,work still,1
9743,work syst,1
9744,work terribl,1
9745,work the,2
9746,work tim,1
9747,work well,1
9748,work without,2
9749,work you,1
9750,worked asked,1
9751,worked one,1
9752,working am,1
9753,working contacted,1
9754,working day,2
9755,working found,1
9756,working need,2
9757,working using,1
9758,working without,1
9759,workout finishing,1
9760,worried at,1
9761,worried not,1
9762,worried so,1
9763,wors it,1
9764,wors not,1
9765,wors stor,1
9766,wors without,1
9767,worst not,1
9768,worst purchas,1
9769,worst quality,1
9770,worst they,1
9771,worst thing,1
9772,worth buying,1
9773,worth fifty,1
9774,worth forty,1
9775,worth headach,1
9776,worth it,1
9777,worth noting,1
9778,worth paid,1
9779,worth penny,1
9780,worth pric,2
9781,worth ten,1
9782,worth the,2
9783,worthy peopl,1
9784,would answ,1
9785,would april,1
9786,would arriv,2
9787,would be,3
9788,would bought,1
9789,would buy,5
9790,would cancel,1
9791,would changed,1
9792,would com,3
9793,would deliv,1
9794,would delivered,1
9795,would fair,1
9796,would fit,1
9797,would for,1
9798,would forty,1
9799,would get,2
9800,would giv,1
9801,would given,1
9802,would hav,2
9803,would high,1
9804,would if,1
9805,would justify,1
9806,would lik,39
9807,would mad,1
9808,would marry,1
9809,would not,4
9810,would recommend,3
9811,would remov,1
9812,would see,1
9813,would send,2
9814,would still,2
9815,would tak,1
9816,would to,1
9817,would waiting,1
9818,would work,1
9819,would would,1
9820,wrapped an,1
9821,wrapped in,1
9822,wrapping com,1
9823,writ bought,1
9824,writ the,1
9825,writing averag,1
9826,writing email,1
9827,writing label,1
9828,written iii,1
9829,written it,1
9830,written two,1
9831,wrong already,1
